TotalHeight,ShoulderWidth,ChestWidth ,Belly ,Waist ,Hips ,ArmLength ,ShoulderToWaist ,WaistToKnee ,LegLength
119.38,25.4,35.56,53.34,30.48,63.5,55.88,35.56,35.56,68.58
132.08,27.94,40.64,53.34,35.56,35.56,55.88,35.56,38.1,76.2
116.84,25.4,35.56,53.34,27.94,35.56,43.18,33.02,35.56,68.58
116.84,27.94,30.48,53.34,30.48,27.94,55.88,33.02,35.56,66.04
96.52,25.4,30.48,50.8,25.4,25.4,53.34,30.48,27.94,55.88
81.28,20.32,27.94,48.26,17.78,33.02,45.72,25.4,22.86,45.72
129.54,30.48,35.56,58.42,33.02,38.1,40.64,33.02,40.64,76.2
129.54,35.56,38.1,60.96,30.48,38.1,63.5,33.02,43.18,78.74
121.92,35.56,33.02,60.96,66.04,27.94,43.18,40.64,40.64,66.04
83.82,35.56,33.02,58.42,58.42,33.02,43.18,48.26,43.18,66.04
116.84,33.02,27.94,53.34,55.88,27.94,43.18,40.64,38.1,63.5
124.46,30.48,33.02,58.42,60.96,60.96,55.88,48.26,43.18,76.2
116.84,35.56,27.94,53.34,58.42,27.94,43.18,55.88,38.1,63.5
137.16,35.56,35.56,60.96,68.58,71.12,58.42,45.72,48.26,83.82
124.46,30.48,33.02,58.42,60.96,60.96,55.88,58.42,43.18,76.2
111.76,33.02,25.4,50.8,63.5,60.96,40.64,43.18,45.72,53.34
129.54,33.02,30.48,58.42,63.5,66.04,43.18,40.64,48.26,73.66
121.92,35.56,33.02,60.96,66.04,27.94,43.18,40.64,40.64,66.04
116.84,33.02,27.94,53.34,55.88,27.94,43.18,33.02,38.1,63.5
96.52,25.4,25.4,50.8,50.8,50.8,33.02,50.8,25.4,55.88
121.92,35.56,27.94,53.34,58.42,68.58,66.04,40.64,40.64,38.1
96.52,33.02,55.88,58.42,58.42,68.58,58.42,48.26,38.1,55.88
116.84,35.56,27.94,53.34,63.5,27.94,43.18,43.18,38.1,63.5
129.54,33.02,30.48,58.42,63.5,66.04,43.18,58.42,48.26,73.66
111.76,33.02,25.4,50.8,45.72,60.96,40.64,35.56,45.72,53.34
99.06,22.86,25.4,25.4,58.42,53.34,55.88,48.26,27.94,58.42
116.84,35.56,27.94,53.34,45.72,27.94,43.18,33.02,38.1,63.5
96.52,48.26,25.4,50.8,60.96,50.8,33.02,40.64,40.64,55.88
124.46,30.48,33.02,58.42,68.58,55.88,45.72,55.88,43.18,50.8
137.16,35.56,35.56,60.96,63.5,71.12,58.42,35.56,48.26,83.82
66.04,27.94,25.4,53.34,53.34,63.5,43.18,48.26,40.64,73.66
119.38,30.48,27.94,53.34,55.88,60.96,43.18,40.64,45.72,66.04
116.84,33.02,27.94,53.34,30.48,27.94,43.18,38.1,38.1,63.5
111.76,27.94,27.94,50.8,68.58,60.96,43.18,55.88,40.64,58.42
137.16,35.56,48.26,60.96,63.5,71.12,58.42,40.64,48.26,83.82
134.62,30.48,35.56,60.96,58.42,68.58,60.96,40.64,45.72,78.74
132.08,33.02,33.02,55.88,58.42,68.58,58.42,40.64,43.18,81.28
124.46,35.56,27.94,50.8,58.42,58.42,33.02,53.34,63.5,58.42
96.52,35.56,30.48,55.88,60.96,60.96,25.4,50.8,60.96,58.42
116.84,33.02,33.02,53.34,55.88,60.96,55.88,48.26,38.1,63.5
124.46,48.26,30.48,53.34,53.34,58.42,33.02,53.34,63.5,58.42
121.92,27.94,38.1,50.8,58.42,66.04,43.18,38.1,38.1,68.58
96.52,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88
119.38,33.02,27.94,60.96,60.96,63.5,45.72,38.1,43.18,66.04
96.52,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88
134.62,30.48,33.02,60.96,63.5,68.58,40.64,45.72,25.4,78.74
111.76,33.02,25.4,50.8,63.5,60.96,40.64,58.42,45.72,53.34
119.38,33.02,25.4,63.5,68.58,66.04,50.8,40.64,38.1,66.04
96.52,33.02,30.48,58.42,50.8,63.5,33.02,48.26,63.5,58.42
124.46,48.26,38.1,55.88,50.8,66.04,45.72,38.1,25.4,63.5
116.84,35.56,27.94,50.8,58.42,55.88,33.02,48.26,63.5,58.42
119.38,27.94,38.1,50.8,58.42,68.58,55.88,48.26,38.1,68.58
137.16,25.4,27.94,60.96,53.34,58.42,33.02,38.1,25.4,71.12
142.24,38.1,30.48,68.58,55.88,60.96,35.56,40.64,27.94,68.58
116.84,33.02,27.94,53.34,55.88,27.94,43.18,40.64,38.1,63.5
96.52,25.4,27.94,60.96,63.5,50.8,43.18,45.72,25.4,55.88
96.52,33.02,27.94,50.8,58.42,30.48,45.72,43.18,38.1,66.04
119.38,30.48,25.4,60.96,60.96,27.94,33.02,33.02,27.94,55.88
73.66,22.86,25.4,25.4,45.72,53.34,55.88,35.56,25.4,58.42
73.66,33.02,30.48,50.8,40.64,50.8,40.64,48.26,38.1,68.58
111.76,33.02,27.94,53.34,60.96,27.94,55.88,35.56,38.1,63.5
119.38,38.1,30.48,60.96,66.04,71.12,45.72,43.18,60.96,71.12
137.16,33.02,33.02,53.34,55.88,38.1,53.34,63.5,63.5,68.58
111.76,22.86,25.4,45.72,53.34,55.88,48.26,66.04,38.1,68.58
111.76,33.02,25.4,50.8,63.5,60.96,40.64,58.42,40.64,53.34
111.76,27.94,22.86,50.8,30.48,60.96,43.18,38.1,40.64,58.42
93.98,15.24,48.26,48.26,58.42,58.42,50.8,35.56,43.18,50.8
104.14,12.7,22.86,45.72,53.34,53.34,48.26,30.48,33.02,58.42
99.06,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88
76.2,30.48,25.4,50.8,53.34,58.42,45.72,40.64,35.56,48.26
81.28,27.94,25.4,53.34,53.34,50.8,50.8,33.02,33.02,55.88
81.28,27.94,27.94,55.88,55.88,53.34,48.26,33.02,30.48,53.34
76.2,27.94,27.94,50.8,55.88,58.42,45.72,30.48,27.94,55.88
111.76,33.02,27.94,53.34,55.88,60.96,38.1,35.56,30.48,60.96
93.98,27.94,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26
139.7,35.56,35.56,66.04,73.66,78.74,43.18,78.74,43.18,83.82
111.76,27.94,27.94,55.88,55.88,55.88,38.1,38.1,30.48,60.96
144.78,35.56,30.48,60.96,50.8,78.74,53.34,43.18,45.72,86.36
144.78,35.56,33.02,58.42,60.96,66.04,53.34,30.48,45.72,83.82
132.08,33.02,27.94,53.34,60.96,63.5,48.26,25.4,35.56,127
134.62,30.48,27.94,60.96,50.8,71.12,50.8,25.4,40.64,33.02
121.92,30.48,27.94,53.34,60.96,63.5,43.18,40.64,40.64,68.58
81.28,25.4,25.4,53.34,55.88,60.96,30.48,27.94,30.48,58.42
147.32,35.56,27.94,58.42,63.5,71.12,55.88,45.72,38.1,86.36
116.84,30.48,27.94,55.88,60.96,66.04,40.64,33.02,35.56,66.04
114.3,30.48,27.94,55.88,60.96,60.96,40.64,38.1,35.56,68.58
149.86,38.1,30.48,60.96,68.58,76.2,68.58,53.34,50.8,93.98
124.46,30.48,27.94,58.42,60.96,66.04,43.18,38.1,35.56,73.66
129.54,30.48,27.94,55.88,63.5,68.58,48.26,38.1,43.18,83.82
99.06,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88
99.06,33.02,35.56,58.42,55.88,27.94,30.48,53.34,43.18,55.88
134.62,30.48,27.94,55.88,53.34,66.04,50.8,40.64,43.18,33.02
132.08,33.02,58.42,55.88,27.94,40.64,40.64,35.56,45.72,127
124.46,38.1,30.48,60.96,68.58,76.2,30.48,38.1,10.16,73.66
111.76,30.48,27.94,55.88,63.5,73.66,48.26,45.72,30.48,60.96
114.3,25.4,30.48,53.34,50.8,33.02,50.8,35.56,35.56,60.96
111.76,27.94,33.02,50.8,53.34,35.56,48.26,30.48,35.56,60.96
116.84,30.48,33.02,48.26,33.02,35.56,53.34,30.48,38.1,66.04
121.92,27.94,33.02,55.88,30.48,35.56,55.88,33.02,35.56,66.04
114.3,25.4,30.48,50.8,30.48,30.48,50.8,33.02,33.02,60.96
96.52,25.4,30.48,53.34,27.94,27.94,43.18,27.94,27.94,53.34
96.52,22.86,27.94,48.26,25.4,25.4,45.72,33.02,25.4,45.72
93.98,22.86,33.02,48.26,25.4,27.94,48.26,27.94,27.94,53.34
91.44,22.86,25.4,45.72,25.4,27.94,40.64,25.4,27.94,50.8
96.52,25.4,25.4,45.72,22.86,27.94,40.64,27.94,25.4,45.72
96.52,25.4,27.94,48.26,22.86,27.94,43.18,27.94,27.94,50.8
99.06,25.4,30.48,50.8,25.4,27.94,43.18,27.94,27.94,53.34
91.44,20.32,27.94,50.8,22.86,25.4,38.1,25.4,25.4,43.18
96.52,22.86,25.4,48.26,25.4,25.4,43.18,30.48,30.48,55.88
93.98,22.86,30.48,48.26,22.86,27.94,43.18,30.48,27.94,53.34
137.16,27.94,35.56,58.42,33.02,38.1,60.96,38.1,48.26,73.66
134.62,35.56,38.1,63.5,30.48,40.64,68.58,35.56,40.64,76.2
137.16,33.02,38.1,60.96,30.48,35.56,68.58,40.64,48.26,86.36
137.16,33.02,38.1,60.96,33.02,33.02,60.96,38.1,40.64,60.96
139.7,33.02,40.64,68.58,35.56,43.18,66.04,38.1,48.26,86.36
111.76,27.94,35.56,53.34,25.4,27.94,55.88,33.02,35.56,68.58
134.62,33.02,35.56,60.96,33.02,35.56,63.5,35.56,40.64,81.28
134.62,33.02,35.56,60.96,33.02,35.56,63.5,35.56,43.18,83.82
132.08,33.02,38.1,66.04,33.02,40.64,63.5,40.64,40.64,76.2
147.32,33.02,45.72,63.5,38.1,43.18,73.66,53.34,53.34,96.52
147.32,33.02,53.34,73.66,40.64,45.72,73.66,48.26,48.26,88.9
111.76,27.94,30.48,50.8,22.86,33.02,53.34,33.02,27.94,58.42
111.76,27.94,33.02,48.26,22.86,30.48,50.8,30.48,30.48,58.42
111.76,27.94,35.56,55.88,25.4,33.02,53.34,33.02,30.48,63.5
99.06,25.4,25.4,53.34,50.8,22.86,33.02,33.02,27.94,53.34
121.92,35.56,30.48,55.88,58.42,33.02,45.72,40.64,38.1,60.96
109.22,27.94,25.4,55.88,55.88,30.48,43.18,35.56,38.1,58.42
101.6,25.4,27.94,53.34,27.94,25.4,38.1,27.94,38.1,53.34
109.22,27.94,30.48,53.34,27.94,30.48,40.64,33.02,35.56,55.88
111.76,33.02,27.94,58.42,33.02,33.02,43.18,38.1,38.1,58.42
104.14,27.94,25.4,50.8,27.94,25.4,40.64,33.02,35.56,53.34
111.76,27.94,25.4,55.88,30.48,27.94,40.64,35.56,38.1,60.96
121.92,35.56,30.48,58.42,33.02,30.48,43.18,38.1,40.64,68.58
121.92,33.02,30.48,53.34,33.02,30.48,43.18,35.56,33.02,53.34
121.92,30.48,33.02,55.88,33.02,30.48,45.72,38.1,38.1,60.96
101.6,27.94,30.48,50.8,27.94,27.94,38.1,30.48,38.1,53.34
114.3,25.4,33.02,53.34,30.48,30.48,40.64,33.02,40.64,60.96
96.52,27.94,27.94,48.26,30.48,27.94,33.02,33.02,30.48,50.8
109.22,27.94,30.48,58.42,33.02,33.02,40.64,35.56,35.56,55.88
114.3,30.48,30.48,50.8,30.48,30.48,43.18,33.02,38.1,53.34
114.3,25.4,33.02,58.42,30.48,33.02,43.18,33.02,40.64,58.42
99.06,27.94,27.94,50.8,33.02,27.94,38.1,33.02,33.02,50.8
99.06,30.48,30.48,50.8,30.48,27.94,38.1,33.02,33.02,48.26
101.6,27.94,30.48,58.42,33.02,30.48,38.1,33.02,35.56,55.88
99.06,25.4,27.94,53.34,27.94,27.94,38.1,30.48,30.48,50.8
104.14,30.48,27.94,50.8,30.48,27.94,38.1,30.48,35.56,55.88
119.38,35.56,33.02,58.42,33.02,30.48,45.72,35.56,38.1,63.5
127,27.94,30.48,58.42,33.02,30.48,48.26,43.18,43.18,66.04
96.52,30.48,25.4,53.34,27.94,27.94,35.56,33.02,27.94,48.26
96.52,30.48,33.02,58.42,33.02,30.48,35.56,33.02,30.48,48.26
104.14,27.94,25.4,25.4,27.94,25.4,33.02,25.4,33.02,55.88
101.6,27.94,27.94,50.8,27.94,27.94,35.56,35.56,33.02,58.42
111.76,27.94,30.48,55.88,33.02,27.94,40.64,35.56,35.56,63.5
124.46,33.02,25.4,58.42,27.94,33.02,43.18,35.56,40.64,68.58
129.54,30.48,33.02,60.96,30.48,38.1,43.18,35.56,40.64,66.04
121.92,27.94,30.48,55.88,27.94,35.56,40.64,38.1,35.56,58.42
119.38,30.48,33.02,58.42,27.94,35.56,40.64,45.72,35.56,60.96
132.08,35.56,33.02,60.96,30.48,35.56,48.26,45.72,35.56,63.5
124.46,27.94,33.02,60.96,30.48,30.48,43.18,38.1,35.56,68.58
139.7,30.48,30.48,60.96,30.48,35.56,48.26,38.1,40.64,76.2
132.08,33.02,33.02,60.96,25.4,35.56,45.72,40.64,27.94,68.58
134.62,33.02,35.56,66.04,30.48,43.18,50.8,45.72,35.56,73.66
124.46,30.48,30.48,53.34,25.4,30.48,45.72,43.18,33.02,66.04
124.46,38.1,33.02,58.42,33.02,40.64,43.18,40.64,35.56,71.12
132.08,33.02,33.02,58.42,30.48,35.56,43.18,35.56,38.1,68.58
124.46,35.56,30.48,58.42,30.48,30.48,45.72,38.1,38.1,63.5
137.16,35.56,35.56,58.42,35.56,33.02,50.8,43.18,43.18,78.74
132.08,38.1,30.48,58.42,30.48,33.02,50.8,48.26,35.56,76.2
121.92,30.48,30.48,58.42,25.4,27.94,48.26,38.1,38.1,66.04
121.92,35.56,30.48,60.96,33.02,30.48,45.72,38.1,40.64,68.58
137.16,35.56,27.94,60.96,25.4,43.18,45.72,43.18,33.02,66.04
111.76,25.4,22.86,55.88,22.86,33.02,33.02,30.48,33.02,58.42
114.3,27.94,27.94,53.34,25.4,33.02,38.1,33.02,27.94,60.96
127,25.4,33.02,60.96,25.4,43.18,45.72,27.94,35.56,73.66
139.7,38.1,27.94,55.88,25.4,40.64,48.26,33.02,38.1,76.2
144.78,33.02,30.48,60.96,27.94,38.1,43.18,35.56,38.1,76.2
132.08,33.02,27.94,53.34,27.94,35.56,38.1,30.48,27.94,71.12
111.76,27.94,22.86,50.8,22.86,25.4,33.02,25.4,22.86,60.96
99.06,25.4,22.86,50.8,20.32,25.4,33.02,27.94,22.86,50.8
99.06,25.4,22.86,50.8,20.32,25.4,33.02,27.94,25.4,50.8
93.98,27.94,22.86,50.8,20.32,33.02,27.94,25.4,25.4,48.26
114.3,33.02,33.02,58.42,33.02,33.02,25.4,30.48,33.02,63.5
109.22,35.56,30.48,55.88,27.94,25.4,25.4,30.48,35.56,58.42
111.76,33.02,33.02,58.42,30.48,27.94,50.8,33.02,38.1,60.96
109.22,30.48,27.94,55.88,27.94,25.4,45.72,30.48,35.56,58.42
109.22,33.02,27.94,55.88,27.94,27.94,40.64,30.48,35.56,58.42
101.6,27.94,27.94,50.8,25.4,25.4,35.56,25.4,27.94,53.34
114.3,33.02,27.94,58.42,27.94,27.94,40.64,30.48,35.56,58.42
114.3,35.56,33.02,60.96,30.48,30.48,43.18,35.56,33.02,58.42
124.46,27.94,33.02,53.34,25.4,25.4,43.18,30.48,38.1,63.5
116.84,33.02,30.48,53.34,30.48,30.48,40.64,33.02,33.02,60.96
124.46,27.94,35.56,58.42,30.48,30.48,45.72,43.18,30.48,66.04
127,30.48,33.02,60.96,30.48,27.94,45.72,40.64,40.64,68.58
127,27.94,30.48,58.42,27.94,30.48,45.72,38.1,35.56,63.5
129.54,33.02,30.48,58.42,30.48,30.48,45.72,38.1,40.64,66.04
127,35.56,33.02,55.88,30.48,30.48,43.18,40.64,35.56,68.58
129.54,25.4,35.56,58.42,30.48,30.48,45.72,43.18,33.02,63.5
119.38,27.94,30.48,58.42,27.94,27.94,43.18,38.1,33.02,73.66
124.46,27.94,33.02,60.96,25.4,27.94,45.72,40.64,30.48,50.8
111.76,27.94,27.94,55.88,22.86,27.94,38.1,33.02,40.64,43.18
91.44,25.4,27.94,55.88,20.32,20.32,33.02,45.72,33.02,48.26
101.6,25.4,20.32,50.8,27.94,25.4,35.56,25.4,25.4,58.42
109.22,35.56,30.48,53.34,33.02,30.48,38.1,27.94,27.94,68.58
121.92,35.56,30.48,58.42,33.02,30.48,43.18,38.1,35.56,66.04
127,30.48,33.02,58.42,33.02,27.94,48.26,43.18,40.64,63.5
119.38,27.94,30.48,58.42,27.94,30.48,45.72,35.56,43.18,53.34
101.6,27.94,30.48,50.8,30.48,27.94,38.1,30.48,38.1,50.8
96.52,25.4,33.02,53.34,30.48,30.48,40.64,33.02,35.56,63.5
119.38,25.4,27.94,50.8,50.8,30.48,43.18,35.56,30.48,53.34
99.06,25.4,25.4,53.34,30.48,22.86,33.02,33.02,27.94,53.34
104.14,30.48,27.94,58.42,33.02,33.02,43.18,38.1,33.02,53.34
111.76,33.02,27.94,53.34,55.88,60.96,38.1,35.56,30.48,60.96
99.06,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88
124.46,33.02,30.48,58.42,66.04,68.58,48.26,40.64,50.8,63.5
144.78,43.18,38.1,58.42,43.18,60.96,60.96,50.8,48.26,58.42
127,30.48,38.1,55.88,60.96,63.5,43.18,43.18,50.8,81.28
127,35.56,30.48,66.04,27.94,35.56,50.8,43.18,35.56,73.66
124.46,33.02,27.94,55.88,30.48,35.56,45.72,48.26,33.02,63.5
132.08,40.64,35.56,55.88,33.02,71.12,45.72,53.34,30.48,86.36
109.22,30.48,27.94,58.42,58.42,58.42,50.8,43.18,38.1,60.96
99.06,27.94,25.4,53.34,53.34,58.42,48.26,33.02,33.02,53.34
99.06,27.94,22.86,48.26,53.34,53.34,48.26,33.02,33.02,53.34
104.14,30.48,22.86,25.4,53.34,53.34,48.26,33.02,33.02,58.42
78.74,27.94,27.94,50.8,55.88,53.34,48.26,30.48,30.48,53.34
81.28,27.94,25.4,53.34,53.34,50.8,50.8,38.1,33.02,55.88
78.74,27.94,25.4,50.8,53.34,50.8,45.72,43.18,38.1,38.1
101.6,30.48,30.48,53.34,53.34,66.04,53.34,33.02,50.8,50.8
86.36,27.94,27.94,53.34,53.34,58.42,50.8,30.48,50.8,53.34
99.06,33.02,27.94,50.8,55.88,60.96,43.18,30.48,53.34,55.88
149.86,27.94,35.56,66.04,63.5,45.72,53.34,48.26,48.26,86.36
109.22,38.1,27.94,55.88,58.42,58.42,43.18,38.1,33.02,55.88
58.42,20.32,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5
81.28,38.1,20.32,50.8,48.26,50.8,35.56,33.02,27.94,45.72
58.42,30.48,30.48,55.88,35.56,73.66,68.58,55.88,40.64,63.5
114.3,30.48,30.48,55.88,60.96,66.04,53.34,38.1,35.56,63.5
149.86,15.24,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82
114.3,27.94,30.48,55.88,5.08,66.04,53.34,38.1,35.56,63.5
101.6,43.18,27.94,55.88,55.88,55.88,43.18,30.48,30.48,55.88
149.86,38.1,35.56,63.5,45.72,76.2,53.34,50.8,40.64,83.82
93.98,38.1,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26
